"Region","RegionName","State","ForecastYoYPctChange","MSAName","CountyName","CityName"
"City","Malverne","NY",4.12837701718331,"New York, NY","Nassau","Malverne"
"City","Muskego","WI",2.37068529473561,"Milwaukee, WI","Waukesha","Muskego"
"City","Rixeyville","VA",5.18014679494209,"Washington, VA","Culpeper","Rixeyville"
"City","Maplesville","AL",3.52231615748317,"Birmingham, AL","Chilton","Maplesville"
"City","New Bloomfield","MO",2.67539707922089,"Jefferson City, MO","Callaway","New Bloomfield"
"City","Patterson","CA",5.71850711396876,"Modesto, CA","Stanislaus","Patterson"
"City","Matteson","IL",4.73906146141539,"Chicago, IL","Cook","Matteson"
"City","New Kent","VA",2.69972729618741,"Richmond, VA","New Kent","New Kent"
"City","Rockledge","PA",2.81023018660695,"Philadelphia, PA","Montgomery","Rockledge"
"City","Rockvale","TN",4.02426871419547,"Nashville, TN","Rutherford","Rockvale"
"City","Maywood","IL",6.32332355812337,"Chicago, IL","Cook","Maywood"
"City","Rheems","PA",2.4480632875104,"Lancaster, PA","Lancaster","Rheems"
"City","Philomath","OR",2.06293044978134,"Corvallis, OR","Benton","Philomath"
"City","Philpot","KY",5.70939682354261,"Owensboro, KY","Daviess","Philpot"
"City","Phoenix","MD",3.79885158264023,"Baltimore, MD","Baltimore","Phoenix"
"City","Ringgold","GA",4.27581319848332,"Chattanooga, GA","Catoosa","Ringgold"
"City","Ringgold","VA",2.9994670274056,"Danville, VA","Pittsylvania","Ringgold"
"City","Rio Vista","TX",5.00198885899695,"Dallas-Fort Worth, TX","Johnson","Rio Vista"
"City","Ripley","OH",1.77248650712223,"Cincinnati, OH","Brown","Ripley"
"City","Ripon","CA",6.29773529551468,"Stockton, CA","San Joaquin","Ripon"
"City","Medford","NY",4.17345017644468,"New York, NY","Suffolk","Medford"
"City","Pickens","SC",5.72320432050943,"Greenville, SC","Pickens","Pickens"
"City","North Middleton","PA",1.4983441821695,"Harrisburg, PA","Cumberland","North Middleton"
"City","Pinson","AL",4.67086185276444,"Birmingham, AL","Jefferson","Pinson"
"City","Pleasant Hope","MO",5.32808510129129,"Springfield, MO","Greene","Pleasant Hope"
"City","Linthicum Heights","MD",4.48923884508759,"Baltimore, MD","Anne Arundel","Linthicum Heights"
"City","Linwood","NC",4.88395740697774,"Winston-Salem, NC","Davidson","Linwood"
"City","Litchfield","OH",2.37461382298407,"Cleveland, OH","Medina","Litchfield"
"City","Midlothian","TX",5.70172340160092,"Dallas-Fort Worth, TX","Ellis","Midlothian"
"City","Pocomoke City","MD",2.82827047377509,"Salisbury, MD","Worcester","Pocomoke City"
"City","Pomona","NY",3.85404224462319,"New York, NY","Rockland","Pomona"
"City","Millburn","NJ",2.77499056759349,"New York, NJ","Essex","Millburn"
"City","Millbury","OH",4.4510495802291,"Toledo, OH","Wood","Millbury"
"City","Port Chester","NY",4.63395610045936,"New York, NY","Westchester","Port Chester"
"City","Miramar Beach","FL",2.89676830647806,"Crestview-Fort Walton Beach-Destin, FL","Walton","Miramar Beach"
"City","Old Bethpage","NY",3.20287445147534,"New York, NY","Nassau","Old Bethpage"
"City","Prather","CA",3.24716333855721,"Fresno, CA","Fresno","Prather"
"City","Springdale","OH",2.97923210004704,"Cincinnati, OH","Hamilton","Springdale"
"City","Springwater","NY",1.97685067481182,"Rochester, NY","Livingston","Springwater"
"City","Stephens City","VA",3.47441819367123,"Winchester, VA","Frederick","Stephens City"
"City","Williamsburg","OH",2.24324943287212,"Cincinnati, OH","Clermont","Williamsburg"
"City","Sandwich","IL",3.86201711141834,"Chicago, IL","DeKalb","Sandwich"
"City","Windham","OH",2.82436759497496,"Akron, OH","Portage","Windham"
"City","Windsor","CA",3.49508928046594,"Santa Rosa, CA","Sonoma","Windsor"
"City","Sutter","CA",7.59650565720923,"Yuba City, CA","Sutter","Sutter"
"City","Suwanee","GA",4.6808481673861,"Atlanta, GA","Gwinnett","Suwanee"
"City","Worden","IL",4.00649181261979,"St. Louis, IL","Madison","Worden"
"City","Wynantskill","NY",2.37801395542748,"Albany, NY","Rensselaer","Wynantskill"
"City","Tahoma","CA",5.44876245767073,"Sacramento, CA","El Dorado","Tahoma"
"City","Vinton","VA",3.17130550971504,"Roanoke, VA","Roanoke","Vinton"
"City","Wake Village","TX",2.95397739374839,"Texarkana, TX","Bowie","Wake Village"
"City","Woodbury Heights","NJ",4.01068897441452,"Philadelphia, NJ","Gloucester","Woodbury Heights"
"City","Woodlake","CA",2.96100840646113,"Visalia, CA","Tulare","Woodlake"
"City","Yorkville","NY",3.94589754061592,"Utica, NY","Oneida","Yorkville"
"City","Sheridan","CO",4.25056373399399,"Denver, CO","Arapahoe","Sheridan"
"City","Three Rivers","CA",4.52795367117586,"Visalia, CA","Tulare","Three Rivers"
"City","Tierra Verde","FL",3.70799049585377,"Tampa, FL","Pinellas","Tierra Verde"
"City","Warrenville","IL",4.05049918347345,"Chicago, IL","Du Page","Warrenville"
"City","Wasco","CA",5.80987411521741,"Bakersfield, CA","Kern","Wasco"
"City","Shiremanstown","PA",2.69171256405598,"Harrisburg, PA","Cumberland","Shiremanstown"
"City","Silver Lake","KS",2.87522236205551,"Topeka, KS","Shawnee","Silver Lake"
"City","Tolleson","AZ",4.74685248912672,"Phoenix, AZ","Maricopa","Tolleson"
"City","Tollhouse","CA",3.28432162001668,"Fresno, CA","Fresno","Tollhouse"
"City","Washingtonville","NY",3.72553095066781,"New York, NY","Orange","Washingtonville"
"City","Rose","NY",1.0662289509232,"Rochester, NY","Wayne","Rose"
"City","Six Mile","SC",4.90090557667995,"Greenville, SC","Pickens","Six Mile"
"City","Sleepy Hollow","IL",3.20372544953612,"Chicago, IL","Kane","Sleepy Hollow"
"City","Troutman","NC",6.37662438161356,"Charlotte, NC","Iredell","Troutman"
"City","Somerville","NJ",4.6547137455267,"New York, NJ","Somerset","Somerville"
"City","South El Monte","CA",4.60881928909691,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles","South El Monte"
"City","South Hadley","MA",2.53445095354062,"Springfield, MA","Hampshire","South Hadley"
"City","West Hempstead","NY",4.00791376616802,"New York, NY","Nassau","West Hempstead"
"City","Saint James City","FL",3.38268140188192,"Fort Myers, FL","Lee","Saint James City"
"City","Tyngsboro","MA",3.12367979219362,"Boston, MA","Middlesex","Tyngsboro"
"City","West New York","NJ",5.24442042300857,"New York, NJ","Hudson","West New York"
"City","Salem","IN",3.58977335804941,"Louisville/Jefferson County, IN","Washington","Salem"
"City","Spencer","IN",4.440552709879,"Bloomington, IN","Owen","Spencer"
"City","Spring City","PA",5.23784069610431,"Philadelphia, PA","Chester","Spring City"
"City","Westfield","IN",3.28260099097937,"Indianapolis, IN","Hamilton","Westfield"
"City","Westlake","LA",1.28454507204827,"Lake Charles, LA","Calcasieu","Westlake"
"City","Vancleave","MS",2.23692751381489,"Gulfport, MS","Jackson","Vancleave"
"City","Red Bank","TN",5.20355012392432,"Chattanooga, TN","Hamilton","Red Bank"
"City","Happy Jack","AZ",1.44713462353023,"Flagstaff, AZ","Coconino","Happy Jack"
"City","Marine","IL",4.66568550676236,"St. Louis, IL","Madison","Marine"
"City","Amherst","OH",3.18198812301314,"Cleveland, OH","Lorain","Amherst"
"City","Hillsboro","MO",4.02552365579871,"St. Louis, MO","Jefferson","Hillsboro"
"City","Sardis","GA",1.175221131488,"Augusta, GA","Burke","Sardis"
"City","Hot Springs","NC",0.929325386928975,"Asheville, NC","Madison","Hot Springs"
"City","Hull","MA",4.56993936608529,"Boston, MA","Plymouth","Hull"
"City","Irondale","AL",3.77006047858731,"Birmingham, AL","Jefferson","Irondale"
"City","Sopchoppy","FL",1.97049281090999,"Tallahassee, FL","Wakulla","Sopchoppy"
"City","Sound Beach","NY",2.43251565772008,"New York, NY","Suffolk","Sound Beach"
"City","Spicewood","TX",3.50796362879973,"Austin, TX","Travis","Spicewood"
"City","Trenton","SC",2.56887611554494,"Augusta, SC","Edgefield","Trenton"
"City","Kuna","ID",5.39519347437208,"Boise City, ID","Ada","Kuna"
"City","Linden","NJ",7.37293700800004,"New York, NJ","Union","Linden"
"City","Stewartstown","PA",2.87304789602874,"York, PA","York","Stewartstown"
"City","Sylvan Lake","MI",2.66993708867939,"Detroit, MI","Oakland","Sylvan Lake"
"City","Sandy Hook","VA",3.86442909543344,"Richmond, VA","Goochland","Sandy Hook"
"City","Severna Park","MD",4.11747803946431,"Baltimore, MD","Anne Arundel","Severna Park"
"City","Lumberton","NJ",1.9546811961075,"Philadelphia, NJ","Burlington","Lumberton"
"City","Malta","IL",4.73599508134759,"Chicago, IL","DeKalb","Malta"
"City","Spring Park","MN",7.22215616961621,"Minneapolis-St Paul, MN","Hennepin","Spring Park"
"City","Chesterland","OH",2.67738533636079,"Cleveland, OH","Geauga","Chesterland"
"City","Marion","MA",4.13045700072432,"Boston, MA","Plymouth","Marion"
"City","Alvaton","KY",1.4960525651246,"Bowling Green, KY","Warren","Alvaton"
"City","Atlantic Beach","NY",4.73391958211032,"New York, NY","Nassau","Atlantic Beach"
"City","Barton","MD",2.81415640505294,"Cumberland, MD","Allegany","Barton"
"City","Cottondale","AL",3.72757353170303,"Tuscaloosa, AL","Tuscaloosa","Cottondale"
"City","Cypress Gardens","FL",6.7021999574022,"Lakeland, FL","Polk","Cypress Gardens"
"City","Bridgehampton","NY",6.89718563645484,"New York, NY","Suffolk","Bridgehampton"
"City","Damascus","VA",2.69294420061449,"Kingsport, VA","Washington","Damascus"
"City","Earle","AR",4.21396437136449,"Memphis, AR","Crittenden","Earle"
"City","New London","PA",1.7021430420642,"Philadelphia, PA","Chester","New London"
"City","New Salem","ND",1.7898787767244,"Bismarck, ND","Morton","New Salem"
"City","Columbia City","OR",4.022584318068,"Portland, OR","Columbia","Columbia City"
"City","Crofton","MD",2.74504617710964,"Baltimore, MD","Anne Arundel","Crofton"
"City","Deer Trail","CO",4.62232560026148,"Denver, CO","Arapahoe","Deer Trail"
"City","Elberfeld","IN",3.02172644913729,"Evansville, IN","Warrick","Elberfeld"
"City","Eagleville","TN",4.09169845932366,"Nashville, TN","Rutherford","Eagleville"
"City","Farmington","NY",0.966994542565721,"Rochester, NY","Ontario","Farmington"
"City","Florence","TX",3.66927848542957,"Austin, TX","Williamson","Florence"
"City","Palmer","AK",3.82793003846728,"Anchorage, AK","Matanuska Susitna","Palmer"
"City","Marshall","NC",0.249887407287915,"Asheville, NC","Madison","Marshall"
"City","Maxwell","IA",2.36724807960932,"Ames, IA","Story","Maxwell"
"City","Petersham","MA",2.5129044468831,"Worcester, MA","Worcester","Petersham"
"City","Franklin","MA",3.36323379315287,"Boston, MA","Norfolk","Franklin"
"City","Pleasant Grove","AL",4.47380282328759,"Birmingham, AL","Jefferson","Pleasant Grove"
"City","Red Boiling Springs","TN",3.47292666229389,"Nashville, TN","Macon","Red Boiling Springs"
"City","Marne","MI",4.19865538431536,"Grand Rapids, MI","Ottawa","Marne"
"City","Rogue River","OR",5.61269388194966,"Medford, OR","Jackson","Rogue River"
"City","Rolling Meadows","IL",3.76478070812953,"Chicago, IL","Cook","Rolling Meadows"
"City","Pinole","CA",5.32291200682724,"San Francisco, CA","Contra Costa","Pinole"
"City","Williamstown","WV",3.45043014346387,"Parkersburg, WV","Wood","Williamstown"
"City","West Belmar","NJ",2.86451980500112,"New York, NJ","Monmouth","West Belmar"
"City","Wrightsville","PA",4.37633181409063,"York, PA","York","Wrightsville"
"City","Azusa","CA",4.13935471832813,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Azusa"
"City","Bunker Hill","IL",6.40588829072994,"St. Louis, IL","Macoupin","Bunker Hill"
"City","Berryton","KS",3.02644024026395,"Topeka, KS","Shawnee","Berryton"
"City","Addis","LA",1.45057092792528,"Baton Rouge, LA","West Baton Rouge","Addis"
"City","Advance","NC",1.51004915238286,"Winston-Salem, NC","Davie","Advance"
"City","Aiea","HI",3.64827762389807,"Urban Honolulu, HI","Honolulu","Aiea"
"City","Airville","PA",2.21835411782607,"York, PA","York","Airville"
"City","Ajo","AZ",4.61909613128219,"Tucson, AZ","Pima","Ajo"
"City","Albany","CA",6.63321401796225,"San Francisco, CA","Alameda","Albany"
"City","Albany","NY",3.34001783088609,"Albany, NY","Albany","Albany"
"City","Alexandria","KY",3.68183536981511,"Cincinnati, KY","Campbell","Alexandria"
"City","Alfred","ME",2.98812175620693,"Portland, ME","York","Alfred"
"City","Aliso Viejo","CA",3.40593225691174,"Los Angeles-Long Beach-Anaheim, CA","Orange","Aliso Viejo"
"City","Altoona","PA",2.57461370259197,"Altoona, PA","Blair","Altoona"
"City","Amherst","VA",2.09689191815717,"Lynchburg, VA","Amherst","Amherst"
"City","Ammon","ID",4.19468811893381,"Idaho Falls, ID","Bonneville","Ammon"
"City","Angleton","TX",3.68817666027089,"Houston, TX","Brazoria","Angleton"
"City","Apollo","PA",2.89425887522469,"Pittsburgh, PA","Armstrong","Apollo"
"City","Archbold","OH",3.24333792748198,"Toledo, OH","Fulton","Archbold"
"City","Archer","FL",3.2262490809475,"Gainesville, FL","Alachua","Archer"
"City","Ardsley","NY",3.95211668059425,"New York, NY","Westchester","Ardsley"
"City","Arlington","WA",7.01971631594532,"Seattle, WA","Snohomish","Arlington"
"City","Ash","NC",4.92949235214738,"Myrtle Beach, NC","Brunswick","Ash"
"City","Ashland","KY",1.54958859784418,"Huntington, KY","Boyd","Ashland"
"City","Atascadero","CA",3.72193625566511,"San Luis Obispo, CA","San Luis Obispo","Atascadero"
"City","Atlanta","GA",7.52811094237922,"Atlanta, GA","Fulton","Atlanta"
"City","Atlanta","IN",4.47281268790185,"Indianapolis, IN","Hamilton","Atlanta"
"City","Auburn","ME",1.47353514829124,"Lewiston, ME","Androscoggin","Auburn"
"City","Augusta","KS",2.36152102050854,"Wichita, KS","Butler","Augusta"
"City","Aurora","IN",3.1621092767645,"Cincinnati, IN","Dearborn","Aurora"
"City","Austin","AR",3.34514728364484,"Little Rock, AR","Lonoke","Austin"
"City","Auxvasse","MO",3.84003775031254,"Jefferson City, MO","Callaway","Auxvasse"
"City","Avon","MA",4.67153002665103,"Boston, MA","Norfolk","Avon"
"City","Baltic","SD",2.62123526412667,"Sioux Falls, SD","Minnehaha","Baltic"
"City","Bargersville","IN",4.21142519504227,"Indianapolis, IN","Johnson","Bargersville"
"City","Barnardsville","NC",1.71520414468389,"Asheville, NC","Buncombe","Barnardsville"
"City","Barnstable","MA",3.45921688039239,"Cape Cod, MA","Barnstable","Barnstable"
"City","Barrington","RI",3.01720109754546,"Providence, RI","Bristol","Barrington"
"City","Bartlett","TX",5.89018330764263,"Austin, TX","Williamson","Bartlett"
"City","Bath","ME",3.63297270204626,"Portland, ME","Sagadahoc","Bath"
"City","Battle Creek","MI",6.16501882379096,"Battle Creek, MI","Calhoun","Battle Creek"
"City","Beach City","TX",3.00136155507891,"Houston, TX","Chambers","Beach City"
"City","Beachwood","OH",2.50852783770366,"Cleveland, OH","Cuyahoga","Beachwood"
"City","Bean Station","TN",4.36228090502565,"Knoxville, TN","Grainger","Bean Station"
"City","Belle","WV",0.590962167500521,"Charleston, WV","Kanawha","Belle"
"City","Belle Isle","FL",6.18067754888785,"Orlando, FL","Orange","Belle Isle"
"City","Belleville","NJ",5.1668264798465,"New York, NJ","Essex","Belleville"
"City","Bellmawr","NJ",3.06832861075136,"Philadelphia, NJ","Camden","Bellmawr"
"City","Bellvue","CO",3.33120217180916,"Fort Collins, CO","Larimer","Bellvue"
"City","Bellwood","IL",4.94149804430364,"Chicago, IL","Cook","Bellwood"
"City","Belmar","NJ",4.04164758321694,"New York, NJ","Monmouth","Belmar"
"City","Belton","TX",4.23615854255444,"Killeen, TX","Bell","Belton"
"City","Benld","IL",3.63905166103475,"St. Louis, IL","Macoupin","Benld"
"City","Berkley","MI",4.2471603930718,"Detroit, MI","Oakland","Berkley"
"City","Berlin","CT",1.27382876966414,"Hartford, CT","Hartford","Berlin"
"City","Bethany","OK",3.12659192567451,"Oklahoma City, OK","Oklahoma","Bethany"
"City","Bethesda","MD",3.00428741435108,"Washington, MD","Montgomery","Bethesda"
"City","Beverly","NJ",4.88297759030703,"Philadelphia, NJ","Burlington","Beverly"
"City","Billings","MT",4.15436049711511,"Billings, MT","Yellowstone","Billings"
"City","Biltmore Forest","NC",1.7189347372569,"Asheville, NC","Buncombe","Biltmore Forest"
"City","Bloomfield","NM",5.19985295401917,"Farmington, NM","San Juan","Bloomfield"
"City","Blue Springs","MO",3.3816858255296,"Kansas City, MO","Jackson","Blue Springs"
"City","Bluffton","IN",1.97038964865268,"Fort Wayne, IN","Wells","Bluffton"
"City","Bluffton","OH",3.59178915633567,"Lima, OH","Allen","Bluffton"
"City","Boiling Springs","PA",1.91151586440061,"Harrisburg, PA","Cumberland","Boiling Springs"
"City","Boyce","LA",0.818649249075338,"Alexandria, LA","Rapides","Boyce"
"City","Bradley","CA",3.41460917080303,"San Luis Obispo, CA","San Luis Obispo","Bradley"
"City","Branchburg","NJ",2.78248290824232,"New York, NJ","Somerset","Branchburg"
"City","Brecksville","OH",2.86432541473289,"Cleveland, OH","Cuyahoga","Brecksville"
"City","Bremerton","WA",4.46182251409236,"Bremerton, WA","Kitsap","Bremerton"
"City","Brentwood","PA",3.68961954322323,"Pittsburgh, PA","Allegheny","Brentwood"
"City","Brickerville","PA",1.85853882551428,"Lancaster, PA","Lancaster","Brickerville"
"City","Broadview Heights","OH",2.34115169414259,"Cleveland, OH","Cuyahoga","Broadview Heights"
"City","Brockport","NY",-0.135291708139131,"Rochester, NY","Monroe","Brockport"
"City","Broken Arrow","OK",2.42575895487755,"Tulsa, OK","Tulsa","Broken Arrow"
"City","Brookfield","WI",1.82570455323258,"Milwaukee, WI","Waukesha","Brookfield"
"City","Brooklyn","WI",2.31072001807546,"Madison, WI","Dane","Brooklyn"
"City","Brooklyn Center","MN",6.23716014235181,"Minneapolis-St Paul, MN","Hennepin","Brooklyn Center"
"City","Brooklyn Heights","OH",3.12068931152397,"Cleveland, OH","Cuyahoga","Brooklyn Heights"
"City","Brush Prairie","WA",3.48485905357325,"Portland, WA","Clark","Brush Prairie"
"City","Bryn Mawr","PA",3.58021398220877,"Philadelphia, PA","Delaware","Bryn Mawr"
"City","Buckingham","PA",2.74507651514007,"Philadelphia, PA","Bucks","Buckingham"
"City","Buechel","KY",3.85908839879134,"Louisville/Jefferson County, KY","Jefferson","Buechel"
"City","Burbank","IL",3.75719707089614,"Chicago, IL","Cook","Burbank"
"City","Burlington","MA",4.64484947781755,"Boston, MA","Middlesex","Burlington"
"City","Burlington","VT",2.20526088570448,"Burlington, VT","Chittenden","Burlington"
"City","Burlington","NJ",3.51149996821292,"Philadelphia, NJ","Burlington","Burlington"
"City","Burtonsville","MD",4.3950207236161,"Washington, MD","Montgomery","Burtonsville"
"City","Calabasas","CA",4.75485966771763,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Calabasas"
"City","Calhoun","LA",1.88033430857184,"Monroe, LA","Ouachita","Calhoun"
"City","Camp Hill","PA",1.9363893280875,"Harrisburg, PA","Cumberland","Camp Hill"
"City","Campbellsport","WI",5.85342600924093,"Fond du Lac, WI","Fond du Lac","Campbellsport"
"City","Canton","GA",5.29574324093759,"Atlanta, GA","Cherokee","Canton"
"City","Canton","MA",3.36357531492682,"Boston, MA","Norfolk","Canton"
"City","Cantonment","FL",2.22035197474648,"Pensacola, FL","Escambia","Cantonment"
"City","Cape Elizabeth","ME",3.93374659259243,"Portland, ME","Cumberland","Cape Elizabeth"
"City","Carlisle","MA",1.80160148118745,"Boston, MA","Middlesex","Carlisle"
"City","Carlstadt","NJ",4.02098456981819,"New York, NJ","Bergen","Carlstadt"
"City","Carol Stream","IL",4.06501320180588,"Chicago, IL","Du Page","Carol Stream"
"City","Carroll","OH",2.9872073714259,"Columbus, OH","Fairfield","Carroll"
"City","Caryville","TN",4.52851817684383,"Knoxville, TN","Campbell","Caryville"
"City","Casselton","ND",4.47926497762489,"Fargo, ND","Cass","Casselton"
"City","Castalian Springs","TN",4.00152705957608,"Nashville, TN","Sumner","Castalian Springs"
"City","Cedar Hill","TX",6.36603992222847,"Dallas-Fort Worth, TX","Dallas","Cedar Hill"
"City","Center Line","MI",4.95705090452213,"Detroit, MI","Macomb","Center Line"
"City","Central","SC",3.53961222166406,"Greenville, SC","Pickens","Central"
"City","Chatsworth","GA",1.80739388650286,"Dalton, GA","Murray","Chatsworth"
"City","Chattanooga","TN",5.55286596703193,"Chattanooga, TN","Hamilton","Chattanooga"
"City","Cheektowaga","NY",3.79020343448178,"Buffalo, NY","Erie","Cheektowaga"
"City","Chelan","WA",1.50722185762564,"Wenatchee, WA","Chelan","Chelan"
"City","Chelmsford","MA",2.91200520985707,"Boston, MA","Middlesex","Chelmsford"
"City","Chelsea","AL",3.97901158137053,"Birmingham, AL","Shelby","Chelsea"
"City","Cherry Hill","NJ",3.19020347974709,"Philadelphia, NJ","Camden","Cherry Hill"
"City","Cherry Hills Village","CO",3.88997024863571,"Denver, CO","Arapahoe","Cherry Hills Village"
"City","Chesapeake","OH",1.08674469350822,"Huntington, OH","Lawrence","Chesapeake"
"City","Chester","MD",3.60782485880211,"Baltimore, MD","Queen Annes","Chester"
"City","Chico","CA",2.69237322646811,"Chico, CA","Butte","Chico"
"City","Chico","TX",5.83826405688552,"Dallas-Fort Worth, TX","Wise","Chico"
"City","China Grove","NC",2.22293057448493,"Charlotte, NC","Rowan","China Grove"
"City","Chippewa Falls","WI",3.94702596780595,"Eau Claire, WI","Chippewa","Chippewa Falls"
"City","Chittenango","NY",2.61215929454628,"Syracuse, NY","Madison","Chittenango"
"City","Churchville","MD",4.6410546545937,"Baltimore, MD","Harford","Churchville"
"City","Cimarron Hills","CO",4.6780243682554,"Colorado Springs, CO","El Paso","Cimarron Hills"
"City","Clarkstown","NY",3.88805613226428,"New York, NY","Rockland","Clarkstown"
"City","Claymont","DE",4.6952890693667,"Philadelphia, DE","New Castle","Claymont"
"City","Clayton","IN",4.74750725194905,"Indianapolis, IN","Hendricks","Clayton"
"City","Clear Brook","VA",3.71873449940414,"Winchester, VA","Frederick","Clear Brook"
"City","Cliffwood","NJ",7.0002007678624,"New York, NJ","Monmouth","Cliffwood"
"City","Clint","TX",2.70041353678236,"El Paso, TX","El Paso","Clint"
"City","Clinton","TN",3.84997844174636,"Knoxville, TN","Anderson","Clinton"
"City","Clinton","UT",4.6577007305077,"Ogden, UT","Davis","Clinton"
"City","Cold Spring","NY",3.52507322842108,"New York, NY","Putnam","Cold Spring"
"City","Cold Springs","NV",6.60830124208552,"Reno, NV","Washoe","Cold Springs"
"City","College Station","TX",4.70888312226054,"College Station, TX","Brazos","College Station"
"City","Colonial Heights","VA",3.81527101593765,"Richmond, VA","Colonial Heights City","Colonial Heights"
"City","Colton","CA",6.43947987117652,"Riverside, CA","San Bernardino","Colton"
"City","Colton","OR",3.93307681367209,"Portland, OR","Clackamas","Colton"
"City","Concord","AL",5.34054921628139,"Birmingham, AL","Jefferson","Concord"
"City","Conway","AR",3.41504133191307,"Little Rock, AR","Faulkner","Conway"
"City","Cortez","FL",3.50703560610626,"North Port-Sarasota-Bradenton, FL","Manatee","Cortez"
"City","Cortland","IL",4.43000700297546,"Chicago, IL","DeKalb","Cortland"
"City","Cortlandt Manor","NY",3.88715519312412,"New York, NY","Westchester","Cortlandt Manor"
"City","Costa Mesa","CA",3.11816607818498,"Los Angeles-Long Beach-Anaheim, CA","Orange","Costa Mesa"
"City","Covington","GA",5.25505960585071,"Atlanta, GA","Newton","Covington"
"City","Covington","LA",1.80487957670318,"New Orleans, LA","Saint Tammany","Covington"
"City","Cranberry","PA",3.33220680317778,"Pittsburgh, PA","Butler","Cranberry"
"City","Crescent","OK",3.12369186450724,"Oklahoma City, OK","Logan","Crescent"
"City","Crestline","CA",6.89772562782929,"Riverside, CA","San Bernardino","Crestline"
"City","Crittenden","KY",2.74775320566632,"Cincinnati, KY","Grant","Crittenden"
"City","Crooks","SD",2.95116843758154,"Sioux Falls, SD","Minnehaha","Crooks"
"City","Cross Hill","SC",3.74815543831202,"Greenville, SC","Laurens","Cross Hill"
"City","Crownsville","MD",3.35910652700871,"Baltimore, MD","Anne Arundel","Crownsville"
"City","Crystal","MN",5.79323650232397,"Minneapolis-St Paul, MN","Hennepin","Crystal"
"City","Crystal City","MO",3.94583693261583,"St. Louis, MO","Jefferson","Crystal City"
"City","Dallas Center","IA",3.94366589646138,"Des Moines, IA","Dallas","Dallas Center"
"City","Dalton","GA",1.61066113512545,"Dalton, GA","Whitfield","Dalton"
"City","Danville","CA",5.56036749157873,"San Francisco, CA","Contra Costa","Danville"
"City","Danville","NH",4.22509437486018,"Boston, NH","Rockingham","Danville"
"City","Dardenne Prairie","MO",2.37545697502997,"St. Louis, MO","Saint Charles","Dardenne Prairie"
"City","Darnestown","MD",2.83302739855897,"Washington, MD","Montgomery","Darnestown"
"City","De Soto","KS",2.64577325401299,"Kansas City, KS","Johnson","De Soto"
"City","Decatur","MI",4.79693089715645,"Kalamazoo, MI","Van Buren","Decatur"
"City","Decatur","TX",4.49805250947957,"Dallas-Fort Worth, TX","Wise","Decatur"
"City","Del Rey Oaks","CA",4.49356241141804,"Salinas, CA","Monterey","Del Rey Oaks"
"City","Dellroy","OH",3.66440140267304,"Canton, OH","Carroll","Dellroy"
"City","Destrehan","LA",0.308739686720954,"New Orleans, LA","Saint Charles","Destrehan"
"City","Dobbs Ferry","NY",3.74284288138018,"New York, NY","Westchester","Dobbs Ferry"
"City","Dodgeville","WI",3.94421769727834,"Madison, WI","Iowa","Dodgeville"
"City","Douglas","MI",2.78812273776186,"Holland, MI","Allegan","Douglas"
"City","Dousman","WI",3.00548013568312,"Milwaukee, WI","Waukesha","Dousman"
"City","Dover","NH",4.10132634460288,"Boston, NH","Strafford","Dover"
"City","Dripping Springs","TX",3.34254539874539,"Austin, TX","Hays","Dripping Springs"
"City","Dublin","VA",2.8233360612185,"Blacksburg, VA","Pulaski","Dublin"
"City","Duncannon","PA",1.31119481392661,"Harrisburg, PA","Perry","Duncannon"
"City","Easley","SC",4.82709505220296,"Greenville, SC","Pickens","Easley"
"City","East Alton","IL",5.7843102322674,"St. Louis, IL","Madison","East Alton"
"City","East Granby","CT",1.39323108507317,"Hartford, CT","Hartford","East Granby"
"City","East Greenwich","RI",4.43960588672531,"Providence, RI","Kent","East Greenwich"
"City","East Lansing","MI",2.0549902230806,"Lansing, MI","Ingham","East Lansing"
"City","East Moline","IL",2.45191102509997,"Davenport, IL","Rock Island","East Moline"
"City","East Rochester","NY",1.49343572935806,"Rochester, NY","Monroe","East Rochester"
"City","Edgewater","CO",5.60328968023219,"Denver, CO","Jefferson","Edgewater"
"City","Edmond","OK",2.28138692300786,"Oklahoma City, OK","Oklahoma","Edmond"
"City","El Cajon","CA",4.73647177738993,"San Diego, CA","San Diego","El Cajon"
"City","El Paso","IL",3.40761381699411,"Peoria, IL","Woodford","El Paso"
"City","Elizabethtown","IN",1.83553939241439,"Columbus, IN","Bartholomew","Elizabethtown"
"City","Elizabethtown","PA",2.47425527676381,"Lancaster, PA","Lancaster","Elizabethtown"
"City","Ellerslie","GA",6.55807479289787,"Columbus, GA","Harris","Ellerslie"
"City","Ellsworth","WI",4.22598779650631,"Minneapolis-St Paul, WI","Pierce","Ellsworth"
"City","Elsmere","DE",5.60936784949759,"Philadelphia, DE","New Castle","Elsmere"
"City","Elsmere","KY",2.4050041953332,"Cincinnati, KY","Kenton","Elsmere"
"City","Emerson","NJ",4.25593247402675,"New York, NJ","Bergen","Emerson"
"City","Emmitsburg","MD",6.3123003265667,"Washington, MD","Frederick","Emmitsburg"
"City","Entiat","WA",4.03303506190441,"Wenatchee, WA","Chelan","Entiat"
